pair_page,species_a,species_b,existing_a_hub_link,existing_b_hub_link,proposed_a_target,proposed_b_target,action
/compatibility/dwarf-chain-loach-and-nerite-snail/,dwarf-chain-loach,nerite-snail,False,False,/compatibility/dwarf-chain-loach/,/compatibility/nerite-snail/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-oscar/,dwarf-chain-loach,oscar,False,False,/compatibility/dwarf-chain-loach/,/guides/oscar-fish-care/tank-mates/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-otocinclus/,dwarf-chain-loach,otocinclus,False,False,/compatibility/dwarf-chain-loach/,/compatibility/otocinclus/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-pajama-cardinalfish/,dwarf-chain-loach,pajama-cardinalfish,False,False,/compatibility/dwarf-chain-loach/,/compatibility/pajama-cardinalfish/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-panda-cory/,dwarf-chain-loach,panda-cory,False,False,/compatibility/dwarf-chain-loach/,/compatibility/panda-cory/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-pea-puffer/,dwarf-chain-loach,pea-puffer,False,False,/compatibility/dwarf-chain-loach/,/compatibility/pea-puffer/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-peacock-cichlid/,dwarf-chain-loach,peacock-cichlid,False,False,/compatibility/dwarf-chain-loach/,/compatibility/peacock-cichlid/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-pearl-danio/,dwarf-chain-loach,pearl-danio,False,False,/compatibility/dwarf-chain-loach/,/compatibility/pearl-danio/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-peppered-cory/,dwarf-chain-loach,peppered-cory,False,False,/compatibility/dwarf-chain-loach/,/compatibility/peppered-cory/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-percula-clownfish/,dwarf-chain-loach,percula-clownfish,False,False,/compatibility/dwarf-chain-loach/,/compatibility/percula-clownfish/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-platy/,dwarf-chain-loach,platy,False,False,/compatibility/dwarf-chain-loach/,/compatibility/platy/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-pygmy-corydoras/,dwarf-chain-loach,pygmy-corydoras,False,False,/compatibility/dwarf-chain-loach/,/compatibility/pygmy-corydoras/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-rainbow-shark/,dwarf-chain-loach,rainbow-shark,False,False,/compatibility/dwarf-chain-loach/,/compatibility/rainbow-shark/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-red-eye-tetra/,dwarf-chain-loach,red-eye-tetra,False,False,/compatibility/dwarf-chain-loach/,/compatibility/red-eye-tetra/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-rosy-barb/,dwarf-chain-loach,rosy-barb,False,False,/compatibility/dwarf-chain-loach/,/compatibility/rosy-barb/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-royal-gramma/,dwarf-chain-loach,royal-gramma,False,False,/compatibility/dwarf-chain-loach/,/compatibility/royal-gramma/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-senegal-bichir/,dwarf-chain-loach,senegal-bichir,False,False,/compatibility/dwarf-chain-loach/,/compatibility/senegal-bichir/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-serpae-tetra/,dwarf-chain-loach,serpae-tetra,False,False,/compatibility/dwarf-chain-loach/,/compatibility/serpae-tetra/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-severum-cichlid/,dwarf-chain-loach,severum-cichlid,False,False,/compatibility/dwarf-chain-loach/,/compatibility/severum-cichlid/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-silver-arowana/,dwarf-chain-loach,silver-arowana,False,False,/compatibility/dwarf-chain-loach/,/compatibility/silver-arowana/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-silver-dollar/,dwarf-chain-loach,silver-dollar,False,False,/compatibility/dwarf-chain-loach/,/compatibility/silver-dollar/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-sparkling-gourami/,dwarf-chain-loach,sparkling-gourami,False,False,/compatibility/dwarf-chain-loach/,/compatibility/sparkling-gourami/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-sterbai-cory/,dwarf-chain-loach,sterbai-cory,False,False,/compatibility/dwarf-chain-loach/,/compatibility/sterbai-cory/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-swordtail/,dwarf-chain-loach,swordtail,False,False,/compatibility/dwarf-chain-loach/,/compatibility/swordtail/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-texas-cichlid/,dwarf-chain-loach,texas-cichlid,False,False,/compatibility/dwarf-chain-loach/,/compatibility/texas-cichlid/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-threadfin-rainbowfish/,dwarf-chain-loach,threadfin-rainbowfish,False,False,/compatibility/dwarf-chain-loach/,/compatibility/threadfin-rainbowfish/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-three-spot-gourami/,dwarf-chain-loach,three-spot-gourami,False,False,/compatibility/dwarf-chain-loach/,/compatibility/three-spot-gourami/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-tiger-barb/,dwarf-chain-loach,tiger-barb,False,False,/compatibility/dwarf-chain-loach/,/compatibility/tiger-barb/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-watchman-goby/,dwarf-chain-loach,watchman-goby,False,False,/compatibility/dwarf-chain-loach/,/compatibility/watchman-goby/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-weather-loach/,dwarf-chain-loach,weather-loach,False,False,/compatibility/dwarf-chain-loach/,/compatibility/weather-loach/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-x-ray-tetra/,dwarf-chain-loach,x-ray-tetra,False,False,/compatibility/dwarf-chain-loach/,/compatibility/x-ray-tetra/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-yellow-tang/,dwarf-chain-loach,yellow-tang,False,False,/compatibility/dwarf-chain-loach/,/compatibility/yellow-tang/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-yoyo-loach/,dwarf-chain-loach,yoyo-loach,False,False,/compatibility/dwarf-chain-loach/,/compatibility/yoyo-loach/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-zebra-danio/,dwarf-chain-loach,zebra-danio,False,False,/compatibility/dwarf-chain-loach/,/compatibility/zebra-danio/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-zebra-loach/,dwarf-chain-loach,zebra-loach,False,False,/compatibility/dwarf-chain-loach/,/compatibility/zebra-loach/,Ensure both owner links
/compatibility/dwarf-chain-loach-and-zebra-pleco/,dwarf-chain-loach,zebra-pleco,False,False,/compatibility/dwarf-chain-loach/,/compatibility/zebra-pleco/,Ensure both owner links
/compatibility/dwarf-gourami-and-electric-yellow-cichlid/,dwarf-gourami,electric-yellow-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/electric-yellow-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-ember-tetra/,dwarf-gourami,ember-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/ember-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-fire-eel/,dwarf-gourami,fire-eel,False,False,/compatibility/dwarf-gourami/,/compatibility/fire-eel/,Ensure both owner links
/compatibility/dwarf-gourami-and-firefish-goby/,dwarf-gourami,firefish-goby,False,False,/compatibility/dwarf-gourami/,/compatibility/firefish-goby/,Ensure both owner links
/compatibility/dwarf-gourami-and-flame-angelfish/,dwarf-gourami,flame-angelfish,False,False,/compatibility/dwarf-gourami/,/compatibility/flame-angelfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-foxface-rabbitfish/,dwarf-gourami,foxface-rabbitfish,False,False,/compatibility/dwarf-gourami/,/compatibility/foxface-rabbitfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-frontosa-cichlid/,dwarf-gourami,frontosa-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/frontosa-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-giant-danio/,dwarf-gourami,giant-danio,False,False,/compatibility/dwarf-gourami/,/compatibility/giant-danio/,Ensure both owner links
/compatibility/dwarf-gourami-and-glass-catfish/,dwarf-gourami,glass-catfish,False,False,/compatibility/dwarf-gourami/,/compatibility/glass-catfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-glowlight-danio/,dwarf-gourami,glowlight-danio,False,False,/compatibility/dwarf-gourami/,/compatibility/glowlight-danio/,Ensure both owner links
/compatibility/dwarf-gourami-and-glowlight-tetra/,dwarf-gourami,glowlight-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/glowlight-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-goldfish/,dwarf-gourami,goldfish,False,False,/compatibility/dwarf-gourami/,/compatibility/goldfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-green-terror-cichlid/,dwarf-gourami,green-terror-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/green-terror-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-guppy/,dwarf-gourami,guppy,False,False,/compatibility/dwarf-gourami/,/compatibility/guppy/,Ensure both owner links
/compatibility/dwarf-gourami-and-harlequin-rasbora/,dwarf-gourami,harlequin-rasbora,False,False,/compatibility/dwarf-gourami/,/compatibility/harlequin-rasbora/,Ensure both owner links
/compatibility/dwarf-gourami-and-hillstream-loach/,dwarf-gourami,hillstream-loach,False,False,/compatibility/dwarf-gourami/,/compatibility/hillstream-loach/,Ensure both owner links
/compatibility/dwarf-gourami-and-honey-gourami/,dwarf-gourami,honey-gourami,False,False,/compatibility/dwarf-gourami/,/compatibility/honey-gourami/,Ensure both owner links
/compatibility/dwarf-gourami-and-jewel-cichlid/,dwarf-gourami,jewel-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/jewel-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-julii-cory/,dwarf-gourami,julii-cory,False,False,/compatibility/dwarf-gourami/,/compatibility/julii-cory/,Ensure both owner links
/compatibility/dwarf-gourami-and-keyhole-cichlid/,dwarf-gourami,keyhole-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/keyhole-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-koi/,dwarf-gourami,koi,False,False,/compatibility/dwarf-gourami/,/guides/koi-fish-care/tank-mates/,Ensure both owner links
/compatibility/dwarf-gourami-and-kuhli-loach/,dwarf-gourami,kuhli-loach,False,False,/compatibility/dwarf-gourami/,/compatibility/kuhli-loach/,Ensure both owner links
/compatibility/dwarf-gourami-and-lemon-tetra/,dwarf-gourami,lemon-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/lemon-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-lionfish/,dwarf-gourami,lionfish,False,False,/compatibility/dwarf-gourami/,/compatibility/lionfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-molly/,dwarf-gourami,molly,False,False,/compatibility/dwarf-gourami/,/compatibility/molly/,Ensure both owner links
/compatibility/dwarf-gourami-and-moonlight-gourami/,dwarf-gourami,moonlight-gourami,False,False,/compatibility/dwarf-gourami/,/compatibility/moonlight-gourami/,Ensure both owner links
/compatibility/dwarf-gourami-and-mystery-snail/,dwarf-gourami,mystery-snail,False,False,/compatibility/dwarf-gourami/,/compatibility/mystery-snail/,Ensure both owner links
/compatibility/dwarf-gourami-and-neon-rainbowfish/,dwarf-gourami,neon-rainbowfish,False,False,/compatibility/dwarf-gourami/,/compatibility/neon-rainbowfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-neon-tetra/,dwarf-gourami,neon-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/neon-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-nerite-snail/,dwarf-gourami,nerite-snail,False,False,/compatibility/dwarf-gourami/,/compatibility/nerite-snail/,Ensure both owner links
/compatibility/dwarf-gourami-and-oscar/,dwarf-gourami,oscar,False,False,/compatibility/dwarf-gourami/,/guides/oscar-fish-care/tank-mates/,Ensure both owner links
/compatibility/dwarf-gourami-and-otocinclus/,dwarf-gourami,otocinclus,False,False,/compatibility/dwarf-gourami/,/compatibility/otocinclus/,Ensure both owner links
/compatibility/dwarf-gourami-and-pajama-cardinalfish/,dwarf-gourami,pajama-cardinalfish,False,False,/compatibility/dwarf-gourami/,/compatibility/pajama-cardinalfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-panda-cory/,dwarf-gourami,panda-cory,False,False,/compatibility/dwarf-gourami/,/compatibility/panda-cory/,Ensure both owner links
/compatibility/dwarf-gourami-and-pea-puffer/,dwarf-gourami,pea-puffer,False,False,/compatibility/dwarf-gourami/,/compatibility/pea-puffer/,Ensure both owner links
/compatibility/dwarf-gourami-and-peacock-cichlid/,dwarf-gourami,peacock-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/peacock-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-pearl-danio/,dwarf-gourami,pearl-danio,False,False,/compatibility/dwarf-gourami/,/compatibility/pearl-danio/,Ensure both owner links
/compatibility/dwarf-gourami-and-peppered-cory/,dwarf-gourami,peppered-cory,False,False,/compatibility/dwarf-gourami/,/compatibility/peppered-cory/,Ensure both owner links
/compatibility/dwarf-gourami-and-percula-clownfish/,dwarf-gourami,percula-clownfish,False,False,/compatibility/dwarf-gourami/,/compatibility/percula-clownfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-platy/,dwarf-gourami,platy,False,False,/compatibility/dwarf-gourami/,/compatibility/platy/,Ensure both owner links
/compatibility/dwarf-gourami-and-pygmy-corydoras/,dwarf-gourami,pygmy-corydoras,False,False,/compatibility/dwarf-gourami/,/compatibility/pygmy-corydoras/,Ensure both owner links
/compatibility/dwarf-gourami-and-rainbow-shark/,dwarf-gourami,rainbow-shark,False,False,/compatibility/dwarf-gourami/,/compatibility/rainbow-shark/,Ensure both owner links
/compatibility/dwarf-gourami-and-red-eye-tetra/,dwarf-gourami,red-eye-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/red-eye-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-rosy-barb/,dwarf-gourami,rosy-barb,False,False,/compatibility/dwarf-gourami/,/compatibility/rosy-barb/,Ensure both owner links
/compatibility/dwarf-gourami-and-royal-gramma/,dwarf-gourami,royal-gramma,False,False,/compatibility/dwarf-gourami/,/compatibility/royal-gramma/,Ensure both owner links
/compatibility/dwarf-gourami-and-senegal-bichir/,dwarf-gourami,senegal-bichir,False,False,/compatibility/dwarf-gourami/,/compatibility/senegal-bichir/,Ensure both owner links
/compatibility/dwarf-gourami-and-serpae-tetra/,dwarf-gourami,serpae-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/serpae-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-severum-cichlid/,dwarf-gourami,severum-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/severum-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-silver-arowana/,dwarf-gourami,silver-arowana,False,False,/compatibility/dwarf-gourami/,/compatibility/silver-arowana/,Ensure both owner links
/compatibility/dwarf-gourami-and-silver-dollar/,dwarf-gourami,silver-dollar,False,False,/compatibility/dwarf-gourami/,/compatibility/silver-dollar/,Ensure both owner links
/compatibility/dwarf-gourami-and-sparkling-gourami/,dwarf-gourami,sparkling-gourami,False,False,/compatibility/dwarf-gourami/,/compatibility/sparkling-gourami/,Ensure both owner links
/compatibility/dwarf-gourami-and-sterbai-cory/,dwarf-gourami,sterbai-cory,False,False,/compatibility/dwarf-gourami/,/compatibility/sterbai-cory/,Ensure both owner links
/compatibility/dwarf-gourami-and-swordtail/,dwarf-gourami,swordtail,False,False,/compatibility/dwarf-gourami/,/compatibility/swordtail/,Ensure both owner links
/compatibility/dwarf-gourami-and-texas-cichlid/,dwarf-gourami,texas-cichlid,False,False,/compatibility/dwarf-gourami/,/compatibility/texas-cichlid/,Ensure both owner links
/compatibility/dwarf-gourami-and-threadfin-rainbowfish/,dwarf-gourami,threadfin-rainbowfish,False,False,/compatibility/dwarf-gourami/,/compatibility/threadfin-rainbowfish/,Ensure both owner links
/compatibility/dwarf-gourami-and-three-spot-gourami/,dwarf-gourami,three-spot-gourami,False,False,/compatibility/dwarf-gourami/,/compatibility/three-spot-gourami/,Ensure both owner links
/compatibility/dwarf-gourami-and-tiger-barb/,dwarf-gourami,tiger-barb,False,False,/compatibility/dwarf-gourami/,/compatibility/tiger-barb/,Ensure both owner links
/compatibility/dwarf-gourami-and-watchman-goby/,dwarf-gourami,watchman-goby,False,False,/compatibility/dwarf-gourami/,/compatibility/watchman-goby/,Ensure both owner links
/compatibility/dwarf-gourami-and-weather-loach/,dwarf-gourami,weather-loach,False,False,/compatibility/dwarf-gourami/,/compatibility/weather-loach/,Ensure both owner links
/compatibility/dwarf-gourami-and-x-ray-tetra/,dwarf-gourami,x-ray-tetra,False,False,/compatibility/dwarf-gourami/,/compatibility/x-ray-tetra/,Ensure both owner links
/compatibility/dwarf-gourami-and-yellow-tang/,dwarf-gourami,yellow-tang,False,False,/compatibility/dwarf-gourami/,/compatibility/yellow-tang/,Ensure both owner links
/compatibility/dwarf-gourami-and-yoyo-loach/,dwarf-gourami,yoyo-loach,False,False,/compatibility/dwarf-gourami/,/compatibility/yoyo-loach/,Ensure both owner links
/compatibility/dwarf-gourami-and-zebra-danio/,dwarf-gourami,zebra-danio,False,False,/compatibility/dwarf-gourami/,/compatibility/zebra-danio/,Ensure both owner links
/compatibility/dwarf-gourami-and-zebra-loach/,dwarf-gourami,zebra-loach,False,False,/compatibility/dwarf-gourami/,/compatibility/zebra-loach/,Ensure both owner links
/compatibility/dwarf-gourami-and-zebra-pleco/,dwarf-gourami,zebra-pleco,False,False,/compatibility/dwarf-gourami/,/compatibility/zebra-pleco/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-ember-tetra/,electric-yellow-cichlid,ember-tetra,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/ember-tetra/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-fire-eel/,electric-yellow-cichlid,fire-eel,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/fire-eel/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-firefish-goby/,electric-yellow-cichlid,firefish-goby,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/firefish-goby/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-flame-angelfish/,electric-yellow-cichlid,flame-angelfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/flame-angelfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-foxface-rabbitfish/,electric-yellow-cichlid,foxface-rabbitfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/foxface-rabbitfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-frontosa-cichlid/,electric-yellow-cichlid,frontosa-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/frontosa-cichlid/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-giant-danio/,electric-yellow-cichlid,giant-danio,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/giant-danio/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-glass-catfish/,electric-yellow-cichlid,glass-catfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/glass-catfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-glowlight-danio/,electric-yellow-cichlid,glowlight-danio,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/glowlight-danio/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-glowlight-tetra/,electric-yellow-cichlid,glowlight-tetra,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/glowlight-tetra/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-goldfish/,electric-yellow-cichlid,goldfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/goldfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-green-terror-cichlid/,electric-yellow-cichlid,green-terror-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/green-terror-cichlid/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-guppy/,electric-yellow-cichlid,guppy,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/guppy/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-harlequin-rasbora/,electric-yellow-cichlid,harlequin-rasbora,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/harlequin-rasbora/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-hillstream-loach/,electric-yellow-cichlid,hillstream-loach,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/hillstream-loach/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-honey-gourami/,electric-yellow-cichlid,honey-gourami,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/honey-gourami/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-jewel-cichlid/,electric-yellow-cichlid,jewel-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/jewel-cichlid/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-julii-cory/,electric-yellow-cichlid,julii-cory,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/julii-cory/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-keyhole-cichlid/,electric-yellow-cichlid,keyhole-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/keyhole-cichlid/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-koi/,electric-yellow-cichlid,koi,False,False,/compatibility/electric-yellow-cichlid/,/guides/koi-fish-care/tank-mates/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-kuhli-loach/,electric-yellow-cichlid,kuhli-loach,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/kuhli-loach/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-lemon-tetra/,electric-yellow-cichlid,lemon-tetra,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/lemon-tetra/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-lionfish/,electric-yellow-cichlid,lionfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/lionfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-molly/,electric-yellow-cichlid,molly,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/molly/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-moonlight-gourami/,electric-yellow-cichlid,moonlight-gourami,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/moonlight-gourami/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-mystery-snail/,electric-yellow-cichlid,mystery-snail,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/mystery-snail/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-neon-rainbowfish/,electric-yellow-cichlid,neon-rainbowfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/neon-rainbowfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-neon-tetra/,electric-yellow-cichlid,neon-tetra,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/neon-tetra/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-nerite-snail/,electric-yellow-cichlid,nerite-snail,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/nerite-snail/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-oscar/,electric-yellow-cichlid,oscar,False,False,/compatibility/electric-yellow-cichlid/,/guides/oscar-fish-care/tank-mates/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-otocinclus/,electric-yellow-cichlid,otocinclus,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/otocinclus/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-pajama-cardinalfish/,electric-yellow-cichlid,pajama-cardinalfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/pajama-cardinalfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-panda-cory/,electric-yellow-cichlid,panda-cory,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/panda-cory/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-pea-puffer/,electric-yellow-cichlid,pea-puffer,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/pea-puffer/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-peacock-cichlid/,electric-yellow-cichlid,peacock-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/peacock-cichlid/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-pearl-danio/,electric-yellow-cichlid,pearl-danio,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/pearl-danio/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-peppered-cory/,electric-yellow-cichlid,peppered-cory,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/peppered-cory/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-percula-clownfish/,electric-yellow-cichlid,percula-clownfish,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/percula-clownfish/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-platy/,electric-yellow-cichlid,platy,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/platy/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-pygmy-corydoras/,electric-yellow-cichlid,pygmy-corydoras,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/pygmy-corydoras/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-rainbow-shark/,electric-yellow-cichlid,rainbow-shark,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/rainbow-shark/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-red-eye-tetra/,electric-yellow-cichlid,red-eye-tetra,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/red-eye-tetra/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-rosy-barb/,electric-yellow-cichlid,rosy-barb,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/rosy-barb/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-royal-gramma/,electric-yellow-cichlid,royal-gramma,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/royal-gramma/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-senegal-bichir/,electric-yellow-cichlid,senegal-bichir,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/senegal-bichir/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-serpae-tetra/,electric-yellow-cichlid,serpae-tetra,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/serpae-tetra/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-severum-cichlid/,electric-yellow-cichlid,severum-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/severum-cichlid/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-silver-arowana/,electric-yellow-cichlid,silver-arowana,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/silver-arowana/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-silver-dollar/,electric-yellow-cichlid,silver-dollar,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/silver-dollar/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-sparkling-gourami/,electric-yellow-cichlid,sparkling-gourami,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/sparkling-gourami/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-sterbai-cory/,electric-yellow-cichlid,sterbai-cory,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/sterbai-cory/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-swordtail/,electric-yellow-cichlid,swordtail,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/swordtail/,Ensure both owner links
/compatibility/electric-yellow-cichlid-and-texas-cichlid/,electric-yellow-cichlid,texas-cichlid,False,False,/compatibility/electric-yellow-cichlid/,/compatibility/texas-cichlid/,Ensure both owner links
